"Sidewalk tablesTake-outDeliveryLiquor licenseDecent vegetarian offeringsGood to dine alone","","","4-7 everyday 10pm-11pm $3 margarita, $3 imported beer, $2 domestic beer","","Chips and salsa","A self-described &#147;San Francisco Mission&#8211;style Cal-Mex&#148; restaurant and bar, the blond-wood space has Lava lamps and mod fixtures and the look of a 1960s T.G.I. Friday&#146;s. There&#146;s a tight, intimate bar a few steps down from the entrance, where a fair number of lively middle-aged types join younger regulars to knock back tasty margaritas before a shrine to Jerry Garcia and the Summer of Love. Only Dos Equis is on tap...but them margaritas are <em>strong.</em>","Happy hourFoodOutdoor seatingSports barWheelchair accessible bathroomFree snacksAfter-work crowdCheap drinksSinglesArtsyOlder crowdNo steps at entrance","AmEx, Disc, MC, V","AmEx, MC, V","","","","","","","","","","","","","","","0","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","","","Upper West Side","Greenwich Village","","","","","","","","","","","","","","","Daily 11am&#8211;1am","Mon&#8211;Thu 11:30am&#8211;midnight; Fri 11:30am&#8211;1am; Sat 11am&#8211;1am; Sun 11am&#8211;midnight","","","","","","","","","","","","","","","1781","76 W 3rd St at Thompson St","","","","","","","","","","","","","","","241 Columbus Ave at 71st St","Harry&#146;s Burrito Junction","Harry&#146;s Burrito Junction","","","","","","","","","","","","","","","166","212-580-9494","212-260-5588","","","","","","","","","","","","","","","Average drink: $4","Average drink: $5","","","","","","","","","","","","","","","Sports bar","","Subway: B, C, 1, 2, 3 to 72nd St","Subway: A, C, E, B, D, F, V to W 4th St","","","","","","","","","","","","","","","","","rr BC04 Fred Meyer","x","10/9/2009","212-580-9494","Fact check inRaw review inFirst edit inFinal edit inCopy edit inReady to galley","","10023","10012","","","","","","","","","","","","","","","","cheap eats","HarrysBurritoJunction","","BC","","","","","","","","","","","","","","","","","",""
"Live MusicNo steps at entranceNo stairs to bathroomGood for large groups","","","","","","Now that the buzz has died down at this once impossible-to-get-into watering hole, it&#146;s finally a place worth visiting. The vaguely rock & roll&#8211;themed spot, with its craggy exposed-brick walls and dumpy vintage sofas, draws musicians and rock-star wanna-bes. Shove your way through the narrow, often jam-packed front room, and settle into a seat in the spacious, high-ceilinged lounge in the back. This Musical Box doesn&#146;t actually have live bands, but feel free to rock the pool table.","Cheap drinksPool table","AmEx, MC, V","","","","","","","","","","","","","","","","","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","","","East Village","","","","","","","","","","","","","","","","Daily 7:30pm&#8211;4am","","","","","","","","","","","","","","","","2485","","","","","","","","","","","","","","","","219 Ave B between 13th and 14th Sts","The Musical Box ","","","","","","","","","","","","","","","","95","212-254-1731","","","","","","","","","","","","","","","","Average drink: $5","","","","","","","","","","","","","","","","Bars","","Subway: L to First Ave; N, Q, R, W, 4, 5, 6 to 14th St&#8211;Union Sq","","","","","","","","","","","","","","","","","","rr BC04 Melissa Bertoncini","","12/10/2007","212-254-1731","","","10009","","","","","","","","","","","","","","","","","","MusicalBox","","BC","","","","","","","","","","","","","","","","","",""
"Bar","Classic Rock","","4:30-6:30 Mon&#8211;Fri","","","Many locals don&#146;t even know this nook exists, but a quick peek inside reveals that plenty of others have discovered its divey charms. A bar in the front offers ample room for downing one of five beers on tap. Choice offerings include McSorley&#146;s Black & Tan and All State Amber Ale. There&#146;s more space among the tables in the back, where regulars eat pub standards like steak with mashed potatoes and carve their names into the wooden tabletops. During happy hour, weekdays from 4:30 to 6:30pm, get $1 off drinks.","Happy hourGood for large groupsJukeboxSports barWheelchair accessible bathroomDive barOlder crowdCheap drinksAfter-work crowdFireplaceFoodNYCVisit: Explorer","Cash only","","","","","","","","","","","","","","","","","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","","","Upper West Side","","","","","","","","","","","","","","","","Daily 11:30am&#8211;3am","","","","","","","","","","","","","","","","2653","","","","","","","","","","","","","","","","250 W 72nd St between Broadway and West End Ave","All State Cafe (CLOSED)","","","","","","","","","","","","","","","","162","212-874-1883","","","","","","","","","","","","","","","","Average drink: $5","","","","","","","","","","","","","","","","Pub","","Subway: 1, 2, 3 to 72nd St","","","","","","","","","","","","","","","","","","rr BC04 Fred Meyer","","10/28/2008","212-874-1883","Fact check inRaw review inFirst edit inFinal edit inCopy edit inReady to galley","","10023","","","","","","","","","","","","","","","","","","AllStateCafe(CLOSED","","BC","yes","","","","","","","","","","","","","","","","",""
"Take-outWine & beer onlyDecent vegetarian offeringsEntertainment, explain below:Quiet/conversation-friendly","","","","","","The perfect bookstore has Shuggie Otis on the dial, a selection of beer and wine at a counter in the corner and the best possible reason to spend money here: Every dollar earned helps house people living with AIDS. The bookshelves ooze academia, but the Works cuts loose monthly with intimate concerts featuring the likes of Fountains of Wayne and Lyle Lovett. It&#146;s a good first-date place, because, as a volunteer clerk says, &#147;if the conversation dulls, you can just grab a book.&#148;","Cheap drinksWine & beer onlyWheelchair accessible bathroomNo steps at entranceNonalcoholic nightlifeArtsyConversation-friendlyDate placeNYCVisit: Culture buffNYCVisit: Explorer","AmEx, MC, V","","","","","","","","","","","","","","","","0","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","","live music, readings","Soho","","","","","","","","","","","","","","","","Mon&#8211;Fri 10am&#8211;9pm; Sat noon&#8211;9pm; Sun noon&#8211;6pm","","","","","","","","","","","","","","","","3325","","","","","","","","","","","","","","","","126 Crosby St between Houston and Prince Sts","Housing Works Used Book Cafe","","","","","","","","","","","","","","","","50","212-334-3324","","","","","","","","","","","","","","","","Average drink: $5","","","","","","","","","","","","","","","","Date place","","Subway: B, D, F, V to Broadway&#8211;Lafayette St; N, R, W to Prince St; 6 to Bleecker St","","","","","","","","","","","","","","","","","","rr BC04 Michael Benoist (2nd round)","","3/27/2008","212-334-3324","Raw review inFirst edit inFinal edit inCopy edit inFact check inReady to galley","","10012","","","","","","","","","","","","","","","","","cheap eats","HousingWorksUsedBookCafe","","BC","","","","","","","","","","","","","","","","","www.housingworks.org",""
"Wheelchair accessible bathroomNo stairs to bathroomWine & beer only","","","5-8 everyday all draft $1 off","Sangria with fresh alcohol-laced fruit (apples & oranges)","popcorn","The couches are low, the lighting is low, and the drink prices are low enough ($2 Buds and $3 Yuenglings at happy hour). If you factor in the $5 sangria, the Japanese manga-style bar mural, and a waterfall in the garden, then Patio&#146;s hot-spot status becomes easy to understand.","Live DJHappy hourCheap drinksOutdoor seatingNoted mixologistLoungeSinglesFoodFree snacksGood for large groupsWheelchair accessible bathroom","AmEx, MC, V","","","","","","","","","","","","","","","","","Brooklyn, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","","","Brooklyn: Park Slope","","","","","","","","","","","","","","","","Mon&#8211;Thu, Sun 5pm&#8211;2am; Fri, Sat 5pm&#8211;4am","","","","","","","","","","","","","","","","5881","","","","","","","","","","","","","","","","179 Fifth Ave between Berkeley and Lincoln Pls","Patio","","","","","","","","","","","","","","","","206","718-857-3477","","","","","","","","","","","","","","","","Average drink: $5","","","","","","","","","","","","","","","","Pub","","Subway: M, R to Union St","","","","","","","","","","","","","","","","","","rr BC04 Ayren Jackson (trial)","","7/22/2008","718-857-3477","Fact check inRaw review inFirst edit inFinal edit inCopy edit inReady to galley","","","","","","","","","","","","","","","","","","","","Patio","","BC","","","","","","","","","","","","","","","","","",""
"","","","","cleopatra&#146;s martini","","The sunken dining area feels worlds apart from the raised bar, but both spaces provide good sight and sound lines for the free nightly jazz sets. Specialty martinis are enlivened by the wide variety of vodkas and gins on hand, and during happy hour&#151;daily 4 to 7:30pm&#151;martinis are half price, and beer and wine are reduced $3. For late-night munchers, an above-average Mediterranean menu is available until 2am on weekends. ","Live musicFoodNoted mixologistHappy hourWheelchair accessible bathroom","AmEx, MC, V","","","","","","","","","","","","","","","","","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","","","Upper West Side","","","","","","","","","","","","","","","","Mon&#8211;Tue, Sun 4pm&#8211;2am; Wed&#8211;Sat 4pm&#8211;4am","","","","","","","","","","","","","","","","6046","","","","","","","","","","","","","","","","2485 Broadway between 92nd and 93rd Sts","Cleopatra&#146;s Needle","","","","","","","","","","","","","","","","164","212-769-6969","","","","","","","","","","","","","","","","Average drink: $8","","","","","","","","","","","","","","","","Bars","","Subway: 1, 2, 3 to 96th St","","","","","","","","","","","","","","","","","","rr BC04 Ryan Warren","","3/27/2008","212-769-6969","Fact check inRaw review inFirst edit inFinal edit inCopy edit inReady to galley","","","","","","","","","","","","","","","","","","","","CleopatrasNeedle","","BC","","","","","","","","","","","","","","","","","www.cleopatrasneedleny.com ",""
"No steps at entranceNo stairs to bathroomWheelchair accessible bathroom","","","","","","Red leather booths, mahogany tables and globe-shaped lamps amp up the vintage vibe at this Art Deco space. Co-owner Julie Reiner&#146;s notable mixology skills have made the bar a destination, and her Beijing Pitch (jasmine-infused vodka and white peach puree) is not to be missed. The 30-foot bar, built in 1927, stays packed well into the wee hours.","SinglesOlder crowdNo steps at entranceWheelchair accessible bathroomNoted mixologistTrendyAfter-work crowdPrivate roomsLoungeNYCVisit: Power brokerNYCVisit: RomanticNYCVisit: Glamour hound","AmEx, MC, V","","","","","","","","","","","","","","","","","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","yes","","Gramercy/Flatiron","","","","","","","","","","","","","","","","Mon&#8211;Wed, Sun 5pm&#8211;2am; Thu&#8211;Sat 5pm&#8211;4am","","","","","","","","","","","","","","","","6380","","","","","","","","","","","","","","","","37 W 19th St between Fifth and Sixth Aves","Flatiron Lounge","","","","","","","","","","","","","","","","111","212-727-7741","","","","","","","","","","","","","","","","Average drink: $10","","","","","","","","","","","","","","","","Bars","","Subway: F, V, N, R, W to 23rd St","","","","","","","","","","","","","","","","","","rr BC04 Heather Robinson","","2/5/2009","212-727-7741","Fact check inRaw review inFirst edit inFinal edit inCopy edit inReady to galley","","","","","","","","","","","","","","","","","","","","FlatironLounge","","BC","","","","","","","","","","","","","","","","","www.flatironlounge.com",""
"Garden seatingBar to hang out inLiquor licenseNotable wine listHealth-conscious menu itemsGood to dine aloneDate placeQuiet/conversation-friendlyNo steps at entranceNo stairs to bathroom","","","","watermelon and ginger mojitos","","Just when we thought Manhattan was mojito&#146;d out, here comes Crudo, which adds special touches to the Brazilian drink like fresh watermelon juice or ginger. This skinny bar on Clinton Street is the perfect spot to grab a pre- or post-dinner drink&#151;there&#146;s always a seat at the bar and the decor (poured concrete walls, dim lighing) has a calming effect. An unmistakably local crowd smokes cigarettes and debates philosophies on cinderblock seating in the back garden.","TrendyOutdoor seatingGood for large groupsLive DJDate placeNoted mixologistFoodNo steps at entranceWheelchair accessible bathroom","AmEx, Disc, MC, V","","","","","","","","","","","","","","","","0","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","yes","","Lower East Side","","","","","","","","","","","","","","","","Tue&#8211;Sat 6pm&#8211;1am","","","","","","","","","","","","","","","","6388","","","","","","","","","","","","","","","","54 Clinton St between Rivington and Stanton Sts","Crudo","","","","","","","","","","","","","","","","39","646-654-0116","","","","","","","","","","","","","","","","Average drink: $9","","","","","","","","","","","","","","","","Date place","","Subway: F to Delancey St; J, M, Z to Delancey&#8211;Essex Sts","","","","","","","","","","","","","","","","","","rr ED05 Elizabeth King","x","3/27/2008","646-654-0116","Raw review inFirst edit inFinal edit inCopy edit in","Great selection of international whites to pair with seafood.","","","","","","","","","","","","","","","","","","cheap eats","Crudo","","BC","","","","","","","","","","","","","","","","","www.crudobar.com",""
"Good for large groupsParty vibePrivate roomsLiquor licenseWheelchair accessible bathroomNo steps at entranceNo stairs to bathroom","","","5-9 $3 beer $6 cosmo","","","The owners of the former Astor Lounge gutted the sprawling room, replaced the dining tables with lounge furniture, and converted what used to be a separate bar area into a private dining room. They also added a DJ booth, which attracts all kinds of night owls.","Live DJHappy hourAfter-work crowdTrendyOutdoor seatingGood for large groupsFoodSinglesDate placeLoungeNo steps at entranceWheelchair accessible bathroom","AmEx, MC, V","","","","","","","","","","","","","","","","","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","yes","","East Village","","","","","","","","","","","","","","","","Mon&#8211;Fri 5pm&#8211;4am; Sat 6pm&#8211;4am.","","","","","","","","","","","","","","","","6416","","","","","","","","","","","","","","","","316 Bowery at Bleecker St","Mannahatta (CLOSED)","","","","","","","","","","","","","","","","74","212-253-8644","","","","","","","","","","","","","","","","Average drink: $","","","","","","","","","","","","","","","","Date place","","Subway: 6 to Bleecker St","","","","","","","","","","","","","","","","","","rr BC04 Katherine Pushkar","","10/23/2008","212-253-8644","Raw review inFirst edit inFact check inFinal edit inCopy edit inReady to galley","","","","","","","","","","","","","","","","","","","","Mannahatta(CLOSED","","BC","yes","","","","","","","","","","","","","","","","",""
"","","","everyday specials","","Pretzels","Imagine that your favorite gourmet-deli lunch spot turned into a bar at night, and you&#146;d have a handle on Printon 56. The long, narrow storefront, one doorway over from the deli portion of the business, serves coffee and hosts a juice bar. At 4pm, it morphs into a font of alcohol (seven beers on tap, full liquor bar) with two active plasma TVs above the bar&#151;and at 8pm, it closes for the night, though the lounge is available for private rental. Patrons are not just indigenous after-work suits; young couples and downtown types are just as much in evidence.","Happy hourAfter-work crowdGood for large groupsLive musicFree snacksFoodSports barNo steps at entrancePrivate roomsOlder crowdWheelchair accessible bathroom","AmEx, DC, Disc, MC, V","","","","","","","","","","","","","","","","","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","","","Midtown West","","","","","","","","","","","","","","","","Mon&#8211;Fri 6:30am&#8211;8pm; Sat, Sun 7:30am&#8211;5pm","","","","","","","","","","","","","","","","6423","","","","","","","","","","","","","","","","50 W 56th St between Fifth and Sixth Aves","Printon 56","","","","","","","","","","","","","","","","140","212-245-0056","","","","","","","","","","","","","","","","Average drink: $6","","","","","","","","","","","","","","","","Sports bar","","Subway: F to 57th St; N, R, W to Fifth Ave&#8211;59th St.","","","","","","","","","","","","","","","","","","reinstated from cut/closed","","3/27/2008","212-245-0056","","","","","","","","","","","","","","","","","","","","","Printon56","","BC","","","","","","","","","","","","","","","","","",""
"","","","","","","Getting past the front door can be exasperating, but it&#146;s worth the drama. The decor and atmosphere carry you back to a time when it was easy to get lost inside a club. That&#146;s no illusion: This New York outpost of the nightlife chain is <em>massive.</em> A stellar sound system&#151;and the beats of such crowd-rocking DJs as Deep Dish, Timo Maas and Victor Calderone&#151;keeps the dance floor packed. Skybox-style VIP booths offer perfect people-watching perches; smaller, tucked-away lounge areas allow for intimate private moments. Hedonism reigns, even if it&#146;s only for a few hours.","Live DJDancingVIP sectionTrendyGood for large groupsCover chargePrivate roomsBottle serviceSinglesNo steps at entranceWheelchair accessible bathroom","Cash only","","","","","","","","","","","","","","","","","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","yes","","Chelsea","","","","","","","","","","","","","","","","Thu&#8211;Sun 10pm&#8211;4am","","","","","","","","","","","","","","","","6471","","","","","","","","","","","","","","","","530 W 28th St between Tenth and Eleventh Aves","Crobar ","","","","","","","","","","","","","","","","221","212-629-9000","","","","","","","","","","","","","","","","Cover: $20&#8211;$30. Average drink: $8","","","","","","","","","","","","","","","","Clubs","","Subway: C, E to 23rd St","","","","","","","","","","","","","","","","","","nn BC04 Maggie Stein","","3/27/2008","212-629-9000","Fact check in","","","","","","","","","","","","","","","","","","","","Crobar","","BC","","","","","","","","","","","","","","","","","www.crobar.com",""
"","","","","","","The small restaurant Sushi Yasu, which is hardly more than a slim sushi bar and a few tables, houses an even smaller, very narrow bar, where you&#146;re more likely to run into Asian businessmen than neighborhood locals. The intimate setting is lovely for either drinks or dinner, if you can sneak in before the kitchen closes at 11pm.","Conversation-friendlyFoodSports barNo steps at entranceWheelchair accessible bathroomAfter-work crowd","AmEx, MC, V","","","","","","","","","","","","","","","","","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","","","Midtown West","","","","","","","","","","","","","","","","7am&#8211;midnight","","","","","","","","","","","","","","","","6502","","","","","","","","","","","","","","","","Washington Jefferson Hotel, 324 W 51st St between Eighth and Ninth Aves","Sushi Yasu","","","","","","","","","","","","","","","","145","212-765-1818","","","","","","","","","","","","","","","","Average drink: $6","","","","","","","","","","","","","","","","Sports bar","","Subway: C, E to 50th St","","","","","","","","","","","","","","","","","","nn BC04 Fred Meyer","","3/27/2008","212-765-1818","Fact check inRaw review inFirst edit inFinal edit inCopy edit inReady to galley","","","","","","","","","","","","","","","","","","","","SushiYasu","","BC","","","","","","","","","","","","","","","","","",""
"","","","","","","Perhaps bar owner Michael Momm, a.k.a. DJ Foosh, wanted a place where he could spin to his heart&#146;s content. Maybe he missed the <em>biergartens</em> of his youth in Cologne, Germany. Whatever. Just rejoice that he opened Loreley. Twelve drafts and 8 bottled varieties of Germany&#146;s finest brews are available, along with wines from the country&#146;s Loreley region and a full roster of spirits. Avoid drinking battery-acid&#8211;like schnapps straight and try it in the Black German instead, a combination of blackberry schnapps, vodka and champagne served in a martini glass.","Outdoor seatingGood for large groupsLive DJExtensive beer selectionFoodWheelchair accessible bathroomNo steps at entrance","AmEx, Disc, DC, MC, V","","","","","","","","","","","","","","","","","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","","","Lower East Side","","","","","","","","","","","","","","","","Mon&#8211;Thu noon&#8211;2am; Fri noon&#8211;4am; Sat 1pm&#8211;4am; Sun 1pm&#8211;2am","","","","","","","","","","","","","","","","6541","","","","","","","","","","","","","","","","7 Rivington St between Bowery and Chrystie St","Loreley","","","","","","","","","","","","","","","","41","212-253-7077","","","","","","","","","","","","","","","","Average drink: $7","","","","","","","","","","","","","","","","Pub","","Subway: J, M, Z to Bowery","","","","","","","","","","","","","","","","","","rr BC04 Mark Sinclair 2","","8/18/2008","212-253-7077","Raw review inFirst edit inFinal edit inCopy edit inFact check inReady to galley","","","","","","","","","","","","","","","","","","","","Loreley","","BC","","","","","","","","","","","","","","","","","www.loreleynyc.com",""
"","","Open mic, poetry","Until 9pm daily ","Imported teas","","To attract no-pretense locals, Grand Central offers karaoke and open-mike nights and hangs local artists&#146; work on the walls. A long wooden bar offers plenty of places for perching, and the attentive bartender makes sure not a glass goes empty. Drop by on Sunday evenings, when local bands, cheap beer and umlimited free barbecued chicken makes Monday seem far far away.","Happy hourCheap drinksOutdoor seatingJukeboxLive musicKaraokeTheme nightsNoted mixologistFoodSports barPool tableNo steps at entranceWheelchair accessible bathroom","AmEx, Disc, MC, V. ","","","","","","","","","","","","","","","","","Brooklyn, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","","","Brooklyn: Williamsburg","","","","","","","","","","","","","","","","Mon&#8211;Fri 4pm&#8211;4am","","","","","","","","","","","","","","","","6551","","","","","","","","","","","","","","","","659 Grand St at Manhattan Ave","Grand Central","","","","","","","","","","","","","","","","187","718-387-5515","","","","","","","","","","","","","","","","Average drink: $5","","","","","","","","","","","","","","","","Sports bar","","Subway: L to Graham Ave.  ","","","","","","","","","","","","","","","","","","nn BC04 Amanda Meffert","","3/27/2008","718-387-5515","Raw review inFirst edit inFinal edit inCopy edit inFact check inReady to galley","","","","","","","","","","","","","","","","","","","","GrandCentral","","BC","","","","","","","","","","","","","","","","","",""
"","","","","","","Don&#146;t arrive thirsty. It takes at least ten minutes to choose from roughly 150 quaffs, a list that impresses even microbrew mavens.Most selections are middle-European regionals, and bartenders are eager to explain the differences among them. The cozy interior is chock-full of flea market finds, most of which are for sale. There&#146;s also a tasty bar menu of smoked meats, p&acirc;t&eacute;s, cheeses and terrines.","Extensive beer selectionFoodArtsyDate placeOutdoor seatingJukeboxLoungeNo steps at entranceWheelchair accessible bathroomNYCVisit: TrendsetterNYCVisit: ExplorerNYCVisit: Culture buffBeer bars/halls/brewery","MC, V","","","","","","","","","","","","","","","","","Brooklyn, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","yes","","Brooklyn: Williamsburg","","","","","","","","","","","","","","","","Mon&#8211;Thu, Sun 5pm&#8211;2am; Fri, Sat 5pm&#8211;4am","","","","","","","","","","","","","","","","6561","","","","","","","","","","","","","","","","359 Metropolitan Ave at Havemeyer St","Spuyten Duyvil","","","","","","","","","","","","","","","","191","718-963-4140","","","","","","","","","","","","","","","","Average drink: $6","","","","","","","","","","","","","","","","Date place","","Subway: L to Bedford Ave; G to Metropolitan Ave","","","","","","","","","","","","","","","","","","nn BC04 Warren Cohen","","10/21/2009","718-963-4140","Raw review inFirst edit inFinal edit inCopy edit inFact check inReady to galley","","","","","","","","","","","","","","","","","","","$","SpuytenDuyvil","","BC","","","","","","","","","","","","","","","","","www.spuytenduyvilnyc.com",""
